dataset,setting,seed,case_id,class_id,dice,jaccard,hd95,asd,zero_boundary_row,empty_penalty_row,model_type,source_record,checkpoint
LA,4_labeled,2023,WNPKE0W404QE9AELX1LR,1,0.8484395947528298,0.736773851277668,8.602325267042627,2.722774975375257,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,WSJB9P4JCXUVHBOYFVWL,1,0.8828101540664772,0.7902060310338768,6.164414002968976,1.5879192901532473,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,WW8F5CO4S4K5IM5Z7EXX,1,0.8865733348043456,0.796256603616148,8.602325267042627,1.3491067389048634,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,X18LU5AOBNNDMLTA0JZL,1,0.9171593749211078,0.8469938730404454,3.4641016151377544,1.1874509198815104,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,XYDLYJ5CS19FDBVLJIPI,1,0.9309745021248229,0.8708627661129245,4.58257569495584,1.0581106378673375,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,Y7ZU0B2APPF54WG6PDMF,1,0.90487026945508,0.8262676505045937,4.47213595499958,1.4893025679481853,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,YDKD1HVHSME6NVMA8I39,1,0.8981667335742004,0.8151566674763177,7.0,2.438816647293864,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,Z9GMG63CJLL0VW893BB1,1,0.8911703163573773,0.8037035168735641,4.58257569495584,1.804665252998402,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,ZIJLJAVQV3FJ6JSQOH1E,1,0.9148600623005405,0.8430802613717091,13.24004154031912,1.5988032942601462,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
LA,4_labeled,2023,ZQPMJ4XEC5A4BISD45P1,1,0.8942221285539076,0.8086815188157811,7.54983443527075,2.0101232621270713,0,0,ema,LA/4_labeled/seed2023/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/LA/4_labeled_std_seed2023/vnet/vnet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case05,1,0.6996869039478893,0.5380910998068184,8.306623862918075,2.873687125267668,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case09,1,0.8661175489120497,0.7638512687810077,7.0,5.129844118283876,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case16,1,0.8841919401744911,0.792422973098762,2.0,0.5559218788466447,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case30,1,0.8938643702906351,0.8080965356169716,2.23606797749979,0.7640566852269,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case34,1,0.8475450583965138,0.7354257661625094,3.405110885224598,1.5890668700726072,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case36,1,0.9168564026065793,0.8464772397796463,2.0,0.5570205934345909,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case38,1,0.9051518397018021,0.8267373253431516,2.0,0.8198973365400057,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case43,1,0.8354670459933617,0.7174267100977199,3.0,1.2081371971146098,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
PROMISE12,7_labeled,2021,Case45,1,0.8166493647733452,0.6901161333444732,3.0,1.3410012365920199,0,0,ema,PROMISE12/7_labeled/seed2021/case_metrics_ema.csv,/home/ygq/cq/code/AD-MT-revision/code_revised/results_revised/Prostate/7_labeled_std_seed2021/unet/unet_best_ema_model.pth
